City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Penzance,GB,50.1186,-5.5371,65.08,78,60,5.37,broken clouds
698,Dzerzhinskoye,RU,56.8344,95.2283,56.25,96,99,4.14,overcast clouds
699,Broome,US,42.2506,-75.833,83.19,68,100,9.22,overcast clouds
700,Senno,RU,59.5336,33.9167,56.26,96,76,2.73,broken clouds
701,Shimoni,KE,-4.6476,39.3817,73.96,82,22,7.72,few clouds
702,Saint Anthony,US,45.0205,-93.218,76.48,51,100,16.11,overcast clouds
703,Muana,BR,-1.5283,-49.2167,83.7,65,86,4.52,overcast clouds
704,Richards Bay,ZA,-28.783,32.0377,66.29,80,1,15.1,clear sky
705,Tura,IN,25.5198,90.2201,73.85,92,36,2.77,scattered clouds
706,Ahome,MX,25.9167,-109.1833,89.71,58,97,9.48,overcast clouds
707,Naryan-Mar,RU,67.6713,53.087,64.18,96,99,3.85,light rain
708,Pangnirtung,CA,66.1451,-65.7125,48.2,100,100,14.97,overcast clouds
709,Baghdad,IQ,33.3406,44.4009,94.91,15,0,10.36,clear sky
710,Hornepayne,CA,49.2138,-84.7705,60.12,86,100,7.45,overcast clouds
